lvl,category,all,all be,all ru,all be%,all ru%,uniq,uniq be,uniq ru,uniq be%,uniq ru%
,military = *,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,embassy = *,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,diplomatic = *,0,0,0,0.000,0.000,0,0,0,0.000,0.000
#,bank,1392,789,795,0.567,0.571,42,24,23,0.571,0.548
,amenity = atm,604,415,416,0.687,0.689,32,18,17,0.562,0.531
,amenity = bank,788,374,379,0.475,0.481,30,22,22,0.733,0.733
#,tourism,10,0,0,0.000,0.000,8,0,0,0.000,0.000
,building = bunker,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,building = ruins,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,tourism = *,10,0,0,0.000,0.000,8,0,0,0.000,0.000
,historic = *,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,memorial = *,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,ruins = *,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,information = *,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,attraction = *,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,artwork_type = *,0,0,0,0.000,0.000,0,0,0,0.000,0.000
#,sport,1,0,0,0.000,0.000,1,0,0,0.000,0.000
,amenity = sanatorium,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,leisure = *,1,0,0,0.000,0.000,1,0,0,0.000,0.000
,sport = *,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,resort = *,0,0,0,0.000,0.000,0,0,0,0.000,0.000
#,office,168,122,122,0.726,0.726,16,3,3,0.188,0.188
,office = *,168,122,122,0.726,0.726,16,3,3,0.188,0.188
#,amenity,2524,263,392,0.104,0.155,164,9,19,0.055,0.116
,amenity = cafe,7,0,0,0.000,0.000,4,0,0,0.000,0.000
,amenity = fast_food,248,0,76,0.000,0.306,16,0,8,0.000,0.500
,amenity = community_centre,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,amenity = restaurant,5,0,0,0.000,0.000,5,0,0,0.000,0.000
,amenity = bar,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,shop = convenience,1032,6,32,0.006,0.031,26,1,3,0.038,0.115
,shop = clothes,18,12,2,0.667,0.111,6,2,1,0.333,0.167
,shop = car_repair,4,0,0,0.000,0.000,3,0,0,0.000,0.000
,shop = hairdresser,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,shop = chemist,234,231,231,0.987,0.987,3,3,2,1.000,0.667
,shop = supermarket,161,0,26,0.000,0.161,14,0,1,0.000,0.071
,shop = car_parts,1,0,0,0.000,0.000,1,0,0,0.000,0.000
,shop = furniture,13,0,0,0.000,0.000,9,0,0,0.000,0.000
,shop = hardware,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,shop = kiosk,25,5,8,0.200,0.320,5,1,2,0.200,0.400
,shop = doityourself,6,0,0,0.000,0.000,6,0,0,0.000,0.000
,shop = pet,1,0,0,0.000,0.000,1,0,0,0.000,0.000
,shop = florist,1,0,0,0.000,0.000,1,0,0,0.000,0.000
,shop = beauty,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,shop = mobile_phone,104,0,0,0.000,0.000,5,0,0,0.000,0.000
,shop = shoes,2,0,0,0.000,0.000,2,0,0,0.000,0.000
,shop = newsagent,106,0,0,0.000,0.000,6,0,0,0.000,0.000
,shop = electronics,1,0,0,0.000,0.000,1,0,0,0.000,0.000
,shop = alcohol,2,0,0,0.000,0.000,2,0,0,0.000,0.000
,shop = jewelry,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,shop = mall,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,shop = butcher,1,0,0,0.000,0.000,1,0,0,0.000,0.000
,shop = cosmetics,2,0,0,0.000,0.000,2,0,0,0.000,0.000
,craft = shoemaker,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,amenity = *,238,4,5,0.017,0.021,24,4,5,0.167,0.208
,shop = *,316,5,12,0.016,0.038,49,1,2,0.020,0.041
,clothes = *,5,1,1,0.200,0.200,4,1,1,0.250,0.250
#,building,697,151,193,0.217,0.277,69,14,18,0.203,0.261
,building = yes,479,133,162,0.278,0.338,54,14,18,0.259,0.333
,building = retail,129,4,15,0.031,0.116,31,3,6,0.097,0.194
,building = commercial,12,4,5,0.333,0.417,8,3,4,0.375,0.500
,building = office,5,5,5,1.000,1.000,3,3,3,1.000,1.000
,building = house,1,1,1,1.000,1.000,1,1,1,1.000,1.000
,building = apartments,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,building = residential,1,1,1,1.000,1.000,1,1,1,1.000,1.000
,building = construction,0,0,0,0.000,0.000,0,0,0,0.000,0.000
,building = kiosk,14,1,1,0.071,0.071,6,1,1,0.167,0.167
,building = *,56,2,3,0.036,0.054,9,1,2,0.111,0.222
#,other,14,1,4,0.071,0.286,8,1,4,0.125,0.500
#,TOTAL,4986,1407,1571,0.282,0.315,257,37,46,0.144,0.179
