lvl,category,be=ru,be+ru,be,ru+be,ru,other both,other be,other ru,no lang,be=ru%,be+ru%,be%,ru+be%,ru%,other both%,other be%,other ru%,no lang%
,office = construction_company,0,0,0,0,0,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,industrial = *,1,24,0,0,0,0,0,0,167,0.005,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.870
#,infrastructure,0,252,40,488,72,5,0,2,12636,0.000,0.019,0.003,0.036,0.005,0.000,0.000,0.000,0.936
,amenity = fuel,0,1,0,0,0,2,0,1,1050,0.000,0.001,0.000,0.000,0.000,0.002,0.000,0.001,0.996
,building = service,0,3,0,320,53,0,0,1,870,0.000,0.002,0.000,0.257,0.043,0.000,0.000,0.001,0.698
,barrier = *,0,15,0,2,14,0,0,0,754,0.000,0.019,0.000,0.003,0.018,0.000,0.000,0.000,0.961
,power = *,0,222,0,404,68,0,0,1,8179,0.000,0.025,0.000,0.046,0.008,0.000,0.000,0.000,0.922
,substation = *,0,1,0,465,57,3,0,1,1787,0.000,0.000,0.000,0.201,0.025,0.001,0.000,0.000,0.772
,pipeline = *,0,0,0,84,2,3,0,0,296,0.000,0.000,0.000,0.218,0.005,0.008,0.000,0.000,0.769
,man_made = *,0,12,40,0,1,0,0,0,2769,0.000,0.004,0.014,0.000,0.000,0.000,0.000,0.000,0.981
,embankment = *,0,0,0,0,0,0,0,0,103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
#,religion,0,0,0,0,0,0,1,0,27,0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.000,0.964
,amenity = place_of_worship,0,0,0,0,0,0,1,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.000,0.875
,amenity = monastery,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,amenity = grave_yard,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,building = church,0,0,0,0,0,0,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = cathedral,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,building = chapel,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,religion = *,0,0,0,0,0,0,1,0,25,0.000,0.000,0.000,0.000,0.000,0.000,0.038,0.000,0.962
,cemetery = *,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
#,education,0,3,0,0,0,0,0,0,373,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.992
,landuse = education,0,1,0,0,0,0,0,0,12,0.000,0.077,0.000,0.000,0.000,0.000,0.000,0.000,0.923
,amenity = university,0,0,0,0,0,0,0,0,40,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = college,0,2,0,0,0,0,0,0,22,0.000,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.917
,amenity = school,0,0,0,0,0,0,0,0,56,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = kindergarten,0,0,0,0,0,0,0,0,36,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = arts_centre,0,0,0,0,0,0,0,0,9,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = music_school,0,0,0,0,0,0,0,0,7,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = university,0,0,0,0,0,0,0,0,25,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = college,0,0,0,0,0,0,0,0,15,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = school,0,1,0,0,0,0,0,0,13,0.000,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.929
,building = kindergarten,0,0,0,0,0,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = dormitory,0,0,0,0,0,0,0,0,141,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,office = educational_institution,0,0,0,0,0,0,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,faculty = *,0,0,0,0,0,0,0,0,21,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
#,healthcare,0,95,0,1,1,9,0,1,2980,0.000,0.031,0.000,0.000,0.000,0.003,0.000,0.000,0.965
,amenity = hospital,0,4,0,0,0,0,0,0,50,0.000,0.074,0.000,0.000,0.000,0.000,0.000,0.000,0.926
,amenity = pharmacy,0,60,0,1,0,9,0,0,1645,0.000,0.035,0.000,0.001,0.000,0.005,0.000,0.000,0.959
,amenity = clinic,0,1,0,0,1,0,0,1,105,0.000,0.009,0.000,0.000,0.009,0.000,0.000,0.009,0.972
,amenity = doctors,0,20,0,0,0,0,0,0,79,0.000,0.202,0.000,0.000,0.000,0.000,0.000,0.000,0.798
,amenity = dentist,0,0,0,0,0,0,0,0,60,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = veterinary,0,0,0,0,0,0,0,0,27,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = hospital,0,0,0,0,0,0,0,0,23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,building = clinic,0,0,0,0,0,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,emergency = *,0,10,0,0,0,0,0,0,990,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.990
,healthcare = *,0,83,0,1,1,9,0,1,1908,0.000,0.041,0.000,0.000,0.000,0.004,0.000,0.000,0.953
#,government,0,2665,0,135,22,3,2,3,851,0.000,0.724,0.000,0.037,0.006,0.001,0.001,0.001,0.231
,amenity = fire_station,0,10,0,0,0,0,0,0,42,0.000,0.192,0.000,0.000,0.000,0.000,0.000,0.000,0.808
,amenity = ranger_station,0,7,0,0,3,0,0,0,21,0.000,0.226,0.000,0.000,0.097,0.000,0.000,0.000,0.677
,amenity = townhall,0,0,0,0,0,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = post_office,0,828,0,89,0,1,0,2,277,0.000,0.692,0.000,0.074,0.000,0.001,0.000,0.002,0.231
,amenity = post_box,0,1790,0,44,0,0,0,1,44,0.000,0.953,0.000,0.023,0.000,0.000,0.000,0.001,0.023
,amenity = police,0,0,0,0,0,0,0,0,53,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = prison,0,0,0,0,0,0,0,0,5,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = courthouse,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = customs,0,0,0,0,0,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = mortuary,0,0,0,0,0,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = library,0,0,0,1,0,0,1,0,65,0.000,0.000,0.000,0.015,0.000,0.000,0.015,0.000,0.970
,amenity = theatre,0,0,0,0,0,0,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = cinema,0,0,0,0,0,0,0,0,12,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = community_centre,0,0,0,0,0,0,0,0,43,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = social_facility,0,0,0,0,0,0,0,0,22,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = public_building,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = public_bath,0,0,0,0,0,0,0,0,8,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = vehicle_inspection,0,0,0,0,0,0,0,0,56,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,office = government,0,17,0,1,0,1,1,0,91,0.000,0.153,0.000,0.009,0.000,0.009,0.009,0.000,0.820
,office = diplomatic,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,office = newspaper,0,0,0,0,0,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,office = research,0,0,0,0,0,0,0,0,32,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,office = forestry,0,18,0,0,22,0,0,0,4,0.000,0.409,0.000,0.000,0.500,0.000,0.000,0.000,0.091
,office = energy_supplier,0,0,0,0,0,0,0,0,14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,office = utility,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,office = foundation,0,0,0,0,0,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,office = notary,0,0,0,0,0,1,0,0,4,0.000,0.000,0.000,0.000,0.000,0.200,0.000,0.000,0.800
,building = public,0,0,0,0,0,0,0,0,34,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,landuse = military,0,0,0,0,0,0,0,0,6,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,government = *,0,16,0,1,0,1,0,0,61,0.000,0.203,0.000,0.013,0.000,0.013,0.000,0.000,0.772
,military = *,0,0,0,0,0,0,0,0,4,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,embassy = *,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,diplomatic = *,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
#,bank,30,10,11,36,64,14,0,2,3864,0.007,0.002,0.003,0.009,0.016,0.003,0.000,0.000,0.959
,amenity = atm,28,10,6,36,63,10,0,2,2656,0.010,0.004,0.002,0.013,0.022,0.004,0.000,0.001,0.945
,amenity = bank,2,0,5,0,1,4,0,0,973,0.002,0.000,0.005,0.000,0.001,0.004,0.000,0.000,0.988
,amenity = bureau_de_change,0,0,0,0,0,0,0,0,235,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
#,tourism,0,42,0,1,3,0,0,0,1047,0.000,0.038,0.000,0.001,0.003,0.000,0.000,0.000,0.958
,building = bunker,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,building = ruins,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
,amenity = fountain,0,0,0,0,0,0,0,0,3,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,tourism = *,0,42,0,1,3,0,0,0,1025,0.000,0.039,0.000,0.001,0.003,0.000,0.000,0.000,0.957
,historic = *,0,0,0,0,0,0,0,0,23,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,memorial = *,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,ruins = *,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,information = *,0,0,0,0,0,0,0,0,288,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,attraction = *,0,4,0,0,0,0,0,0,7,0.000,0.364,0.000,0.000,0.000,0.000,0.000,0.000,0.636
,artwork_type = *,0,1,0,0,0,0,0,0,5,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.833
#,sport,0,8,0,1,1,0,0,0,292,0.000,0.026,0.000,0.003,0.003,0.000,0.000,0.000,0.967
,amenity = sanatorium,0,0,0,0,0,0,0,0,19,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,leisure = *,0,8,0,1,1,0,0,0,277,0.000,0.028,0.000,0.003,0.003,0.000,0.000,0.000,0.965
,sport = *,0,0,0,0,0,0,0,0,86,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,resort = *,0,1,0,0,0,0,0,0,42,0.000,0.023,0.000,0.000,0.000,0.000,0.000,0.000,0.977
#,office,0,4,0,2,0,0,0,0,823,0.000,0.005,0.000,0.002,0.000,0.000,0.000,0.000,0.993
,office = *,0,4,0,2,0,0,0,0,823,0.000,0.005,0.000,0.002,0.000,0.000,0.000,0.000,0.993
#,amenity,11,35,1,36,117,4,47,3,14949,0.001,0.002,0.000,0.002,0.008,0.000,0.003,0.000,0.983
,amenity = cafe,0,0,0,1,2,0,0,0,438,0.000,0.000,0.000,0.002,0.005,0.000,0.000,0.000,0.993
,amenity = fast_food,0,1,0,0,0,0,0,0,465,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.998
,amenity = restaurant,0,0,0,0,0,0,0,1,68,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.986
,amenity = bar,0,0,0,0,0,0,0,0,42,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = convenience,0,2,0,2,18,1,0,0,4208,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.995
,shop = clothes,0,0,0,0,0,0,0,0,428,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = car_repair,0,1,0,0,1,0,0,0,264,0.000,0.004,0.000,0.000,0.004,0.000,0.000,0.000,0.992
,shop = hairdresser,0,0,0,0,0,0,0,0,166,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = chemist,0,0,0,0,0,0,0,0,513,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = supermarket,0,0,0,0,0,1,0,0,656,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.998
,shop = car_parts,0,0,0,0,0,0,0,0,325,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = furniture,0,0,0,0,0,0,0,0,105,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = hardware,0,0,0,0,0,0,0,0,90,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = kiosk,0,2,0,12,1,0,0,0,123,0.000,0.014,0.000,0.087,0.007,0.000,0.000,0.000,0.891
,shop = doityourself,0,0,0,0,1,0,0,0,122,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.992
,shop = pet,0,0,0,0,0,0,0,0,320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = florist,0,1,0,0,0,0,0,0,122,0.000,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.992
,shop = beauty,0,1,0,0,0,0,0,0,95,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.990
,shop = mobile_phone,0,0,0,0,0,0,0,0,311,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = shoes,0,0,0,0,0,0,0,0,110,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = newsagent,0,1,0,7,0,0,3,0,96,0.000,0.009,0.000,0.065,0.000,0.000,0.028,0.000,0.897
,shop = electronics,0,0,0,0,0,0,0,0,100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = alcohol,0,0,0,0,0,0,0,0,267,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = jewelry,0,0,0,0,0,0,0,0,277,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = mall,0,0,0,0,0,0,0,0,82,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,shop = butcher,0,1,0,0,2,0,0,0,199,0.000,0.005,0.000,0.000,0.010,0.000,0.000,0.000,0.985
,shop = cosmetics,0,0,0,0,0,0,0,0,34,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,craft = shoemaker,0,0,0,0,0,0,0,0,29,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
,amenity = *,11,5,1,2,89,2,0,1,2362,0.004,0.002,0.000,0.001,0.036,0.001,0.000,0.000,0.955
